CVE-2023-0286	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u4	HIGH	https://avd.aquasec.com/nvd/cve-2023-0286
CVE-2023-0464	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u5	HIGH	https://avd.aquasec.com/nvd/cve-2023-0464
CVE-2021-4160	libssl1.1	1.1.1k-1+deb11u1	1.1.1k-1+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2021-4160
CVE-2022-2097	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u4	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-2097
CVE-2022-4304	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u4	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-4304
CVE-2023-0465	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u5	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-0465
CVE-2023-0466	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u5	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-0466
CVE-2023-2650	libssl1.1	1.1.1k-1+deb11u1	1.1.1n-0+deb11u5	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-2650
CVE-2023-3446	libssl1.1	1.1.1k-1+deb11u1	1.1.1v-0~deb11u1	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-3446
CVE-2023-3817	libssl1.1	1.1.1k-1+deb11u1	1.1.1v-0~deb11u1	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-3817
CVE-2023-5678	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-5678
CVE-2024-0727	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-0727
CVE-2024-13176	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u3	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-13176
CVE-2024-4741	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-4741
CVE-2024-5535	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-5535
CVE-2025-9230	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u4	MEDIUM	https://avd.aquasec.com/nvd/cve-2025-9230
CVE-2024-2511	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	LOW	https://avd.aquasec.com/nvd/cve-2024-2511
CVE-2024-9143	libssl1.1	1.1.1k-1+deb11u1	1.1.1w-0+deb11u2	LOW	https://avd.aquasec.com/nvd/cve-2024-9143
CVE-2025-27587	libssl1.1	1.1.1k-1+deb11u1		LOW	https://avd.aquasec.com/nvd/cve-2025-27587
CVE-2023-4039	libstdc++-10-dev	10.2.1-6		LOW	https://avd.aquasec.com/nvd/cve-2023-4039
CVE-2023-4039	libstdc++6	10.2.1-6		LOW	https://avd.aquasec.com/nvd/cve-2023-4039
CVE-2023-50387	libsystemd0	247.3-6	247.3-7+deb11u6	HIGH	https://avd.aquasec.com/nvd/cve-2023-50387
CVE-2023-50868	libsystemd0	247.3-6	247.3-7+deb11u6	HIGH	https://avd.aquasec.com/nvd/cve-2023-50868
CVE-2021-3997	libsystemd0	247.3-6	247.3-7	MEDIUM	https://avd.aquasec.com/nvd/cve-2021-3997
CVE-2022-3821	libsystemd0	247.3-6	247.3-7+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-3821
CVE-2022-4415	libsystemd0	247.3-6	247.3-7+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-4415
CVE-2023-7008	libsystemd0	247.3-6	247.3-7+deb11u6	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-7008
CVE-2025-4598	libsystemd0	247.3-6	247.3-7+deb11u7	MEDIUM	https://avd.aquasec.com/nvd/cve-2025-4598
CVE-2013-4392	libsystemd0	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2013-4392
CVE-2020-13529	libsystemd0	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2020-13529
CVE-2023-31437	libsystemd0	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31437
CVE-2023-31438	libsystemd0	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31438
CVE-2023-31439	libsystemd0	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31439
CVE-2021-46848	libtasn1-6	4.16.0-2	4.16.0-2+deb11u1	CRITICAL	https://avd.aquasec.com/nvd/cve-2021-46848
CVE-2024-12133	libtasn1-6	4.16.0-2	4.16.0-2+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-12133
CVE-2023-52355	libtiff5	4.2.0-1+deb11u7		HIGH	https://avd.aquasec.com/nvd/cve-2023-52355
CVE-2022-40090	libtiff5	4.2.0-1+deb11u7		MEDIUM	https://avd.aquasec.com/nvd/cve-2022-40090
CVE-2023-6277	libtiff5	4.2.0-1+deb11u7		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-6277
CVE-2017-16232	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2017-16232
CVE-2018-10126	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2018-10126
CVE-2022-1056	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2022-1056
CVE-2022-1210	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2022-1210
CVE-2023-1916	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2023-1916
CVE-2023-30775	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2023-30775
CVE-2023-3164	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2023-3164
CVE-2023-6228	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2023-6228
CVE-2025-8176	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-8176
CVE-2025-8177	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-8177
CVE-2025-8534	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-8534
CVE-2025-8851	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-8851
CVE-2025-8961	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-8961
CVE-2025-9165	libtiff5	4.2.0-1+deb11u7		LOW	https://avd.aquasec.com/nvd/cve-2025-9165
CVE-2022-29458	libtinfo6	6.2+20201114-2	6.2+20201114-2+deb11u1	HIGH	https://avd.aquasec.com/nvd/cve-2022-29458
CVE-2023-29491	libtinfo6	6.2+20201114-2	6.2+20201114-2+deb11u2	HIGH	https://avd.aquasec.com/nvd/cve-2023-29491
CVE-2023-50495	libtinfo6	6.2+20201114-2		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-50495
CVE-2025-6141	libtinfo6	6.2+20201114-2		LOW	https://avd.aquasec.com/nvd/cve-2025-6141
CVE-2023-4039	libtsan0	10.2.1-6		LOW	https://avd.aquasec.com/nvd/cve-2023-4039
CVE-2023-4039	libubsan1	10.2.1-6		LOW	https://avd.aquasec.com/nvd/cve-2023-4039
CVE-2023-50387	libudev1	247.3-6	247.3-7+deb11u6	HIGH	https://avd.aquasec.com/nvd/cve-2023-50387
CVE-2023-50868	libudev1	247.3-6	247.3-7+deb11u6	HIGH	https://avd.aquasec.com/nvd/cve-2023-50868
CVE-2021-3997	libudev1	247.3-6	247.3-7	MEDIUM	https://avd.aquasec.com/nvd/cve-2021-3997
CVE-2022-3821	libudev1	247.3-6	247.3-7+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-3821
CVE-2022-4415	libudev1	247.3-6	247.3-7+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2022-4415
CVE-2023-7008	libudev1	247.3-6	247.3-7+deb11u6	MEDIUM	https://avd.aquasec.com/nvd/cve-2023-7008
CVE-2025-4598	libudev1	247.3-6	247.3-7+deb11u7	MEDIUM	https://avd.aquasec.com/nvd/cve-2025-4598
CVE-2013-4392	libudev1	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2013-4392
CVE-2020-13529	libudev1	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2020-13529
CVE-2023-31437	libudev1	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31437
CVE-2023-31438	libudev1	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31438
CVE-2023-31439	libudev1	247.3-6		LOW	https://avd.aquasec.com/nvd/cve-2023-31439
CVE-2021-3995	libuuid1	2.36.1-8	2.36.1-8+deb11u1	MEDIUM	https://avd.aquasec.com/nvd/cve-2021-3995
CVE-2021-3996	libuuid1	2.36.1-8	2.36.1-8+deb11u1	MEDIUM	https://avd.aquasec.com/nvd/cve-2021-3996
CVE-2024-28085	libuuid1	2.36.1-8	2.36.1-8+deb11u2	MEDIUM	https://avd.aquasec.com/nvd/cve-2024-28085
CVE-2022-0563	libuuid1	2.36.1-8		LOW	https://avd.aquasec.com/nvd/cve-2022-0563
CVE-2022-4899	libzstd1	1.4.8+dfsg-2.1		HIGH	https://avd.aquasec.com/nvd/cve-2022-4899
CVE-2013-7445	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2013-7445
CVE-2019-19449	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2019-19449
CVE-2019-19814	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2019-19814
CVE-2020-12362	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2020-12362
CVE-2021-3847	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-3847
CVE-2021-3864	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-3864
CVE-2021-39686	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-39686
CVE-2021-4204	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-4204
CVE-2021-47014	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47014
CVE-2021-47028	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47028
CVE-2021-47094	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47094
CVE-2021-47101	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47101
CVE-2021-47198	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47198
CVE-2021-47200	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47200
CVE-2021-47653	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2021-47653
CVE-2022-0500	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-0500
CVE-2022-3566	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-3566
CVE-2022-48626	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-48626
CVE-2022-48674	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-48674
CVE-2022-48744	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-48744
CVE-2022-48950	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-48950
CVE-2022-49172	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49172
CVE-2022-49218	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49218
CVE-2022-49234	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49234
CVE-2022-49289	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49289
CVE-2022-49328	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49328
CVE-2022-49359	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49359
CVE-2022-49470	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49470
CVE-2022-49541	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49541
CVE-2022-49623	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49623
CVE-2022-49711	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49711
CVE-2022-49935	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49935
CVE-2022-49980	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49980
CVE-2022-49997	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-49997
CVE-2022-50000	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50000
CVE-2022-50011	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50011
CVE-2022-50015	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50015
CVE-2022-50023	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50023
CVE-2022-50024	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50024
CVE-2022-50026	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50026
CVE-2022-50050	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50050
CVE-2022-50053	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50053
CVE-2022-50070	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50070
CVE-2022-50163	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50163
CVE-2022-50224	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50224
CVE-2022-50233	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50233
CVE-2022-50266	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50266
CVE-2022-50303	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50303
CVE-2022-50306	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50306
CVE-2022-50335	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50335
CVE-2022-50455	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2022-50455
CVE-2023-32256	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-32256
CVE-2023-52452	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52452
CVE-2023-52494	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52494
CVE-2023-52517	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52517
CVE-2023-52531	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52531
CVE-2023-52586	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52586
CVE-2023-52588	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52588
CVE-2023-52624	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52624
CVE-2023-52664	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52664
CVE-2023-52682	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52682
CVE-2023-52751	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52751
CVE-2023-52766	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52766
CVE-2023-52812	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52812
CVE-2023-52916	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52916
CVE-2023-52935	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-52935
CVE-2023-53149	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53149
CVE-2023-53178	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53178
CVE-2023-53248	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53248
CVE-2023-53254	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53254
CVE-2023-53257	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53257
CVE-2023-53259	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53259
CVE-2023-53401	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53401
CVE-2023-53434	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53434
CVE-2023-53458	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53458
CVE-2023-53466	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53466
CVE-2023-53470	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53470
CVE-2023-53483	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53483
CVE-2023-53491	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53491
CVE-2023-53499	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53499
CVE-2023-53509	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53509
CVE-2023-53510	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53510
CVE-2023-53513	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53513
CVE-2023-53520	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53520
CVE-2023-53530	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2023-53530
CVE-2024-21803	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-21803
CVE-2024-23307	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-23307
CVE-2024-25742	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-25742
CVE-2024-25743	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-25743
CVE-2024-26589	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26589
CVE-2024-26669	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26669
CVE-2024-26739	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26739
CVE-2024-26792	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26792
CVE-2024-26865	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26865
CVE-2024-26913	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26913
CVE-2024-26914	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26914
CVE-2024-26930	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26930
CVE-2024-26996	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-26996
CVE-2024-35861	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35861
CVE-2024-35862	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35862
CVE-2024-35863	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35863
CVE-2024-35864	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35864
CVE-2024-35866	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35866
CVE-2024-35868	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35868
CVE-2024-35887	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35887
CVE-2024-35929	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35929
CVE-2024-35932	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35932
CVE-2024-35939	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-35939
CVE-2024-36013	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-36013
CVE-2024-36880	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-36880
CVE-2024-36898	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-36898
CVE-2024-36914	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-36914
CVE-2024-36915	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-36915
CVE-2024-38545	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38545
CVE-2024-38556	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38556
CVE-2024-38570	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38570
CVE-2024-38581	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38581
CVE-2024-38630	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38630
CVE-2024-38667	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-38667
CVE-2024-39479	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-39479
CVE-2024-40927	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-40927
CVE-2024-41013	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-41013
CVE-2024-41069	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-41069
CVE-2024-41935	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-41935
CVE-2024-42118	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42118
CVE-2024-42147	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42147
CVE-2024-42160	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42160
CVE-2024-42162	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42162
CVE-2024-42225	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42225
CVE-2024-42271	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-42271
CVE-2024-43900	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-43900
CVE-2024-44934	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-44934
CVE-2024-44941	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-44941
CVE-2024-44942	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-44942
CVE-2024-44949	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-44949
CVE-2024-44986	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-44986
CVE-2024-45026	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-45026
CVE-2024-46729	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46729
CVE-2024-46774	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46774
CVE-2024-46811	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46811
CVE-2024-46813	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46813
CVE-2024-46830	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46830
CVE-2024-46859	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46859
CVE-2024-46871	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-46871
CVE-2024-47659	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-47659
CVE-2024-47691	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-47691
CVE-2024-47695	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-47695
CVE-2024-47745	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-47745
CVE-2024-47747	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-47747
CVE-2024-49854	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49854
CVE-2024-49861	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49861
CVE-2024-49924	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49924
CVE-2024-49950	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49950
CVE-2024-49989	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49989
CVE-2024-49991	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49991
CVE-2024-49992	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49992
CVE-2024-49997	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-49997
CVE-2024-50051	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-50051
CVE-2024-50061	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-50061
CVE-2024-50063	linux-libc-dev	5.10.237-1		HIGH	https://avd.aquasec.com/nvd/cve-2024-50063
