CVE-2023-31082	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-31082
CVE-2023-32253	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-32253
CVE-2023-32255	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-32255
CVE-2023-3397	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-3397
CVE-2023-37454	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-37454
CVE-2023-4010	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-4010
CVE-2023-4133	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-4133
CVE-2023-4569	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-4569
CVE-2023-52476	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52476
CVE-2023-52481	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52481
CVE-2023-52484	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52484
CVE-2023-52485	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52485
CVE-2023-52511	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52511
CVE-2023-52589	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52589
CVE-2023-52590	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52590
CVE-2023-52591	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52591
CVE-2023-52593	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52593
CVE-2023-52596	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52596
CVE-2023-52608	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52608
CVE-2023-52610	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52610
CVE-2023-52625	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52625
CVE-2023-52629	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52629
CVE-2023-52633	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52633
CVE-2023-52638	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52638
CVE-2023-52639	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52639
CVE-2023-52652	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52652
CVE-2023-52653	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52653
CVE-2023-52660	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52660
CVE-2023-52671	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52671
CVE-2023-52674	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52674
CVE-2023-52676	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52676
CVE-2023-52677	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52677
CVE-2023-52680	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52680
CVE-2023-52700	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52700
CVE-2023-52732	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52732
CVE-2023-52737	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52737
CVE-2023-52761	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52761
CVE-2023-52762	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52762
CVE-2023-52763	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52763
CVE-2023-52808	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52808
CVE-2023-52811	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52811
CVE-2023-52815	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52815
CVE-2023-52831	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52831
CVE-2023-52834	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52834
CVE-2023-52878	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52878
CVE-2023-52888	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52888
CVE-2023-52913	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52913
CVE-2023-52918	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52918
CVE-2023-52920	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52920
CVE-2023-52939	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52939
CVE-2023-52975	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-52975
CVE-2023-53002	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53002
CVE-2023-53008	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53008
CVE-2023-53010	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53010
CVE-2023-53038	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53038
CVE-2023-53039	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53039
CVE-2023-53042	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53042
CVE-2023-53068	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53068
CVE-2023-53072	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53072
CVE-2023-53074	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53074
CVE-2023-53091	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53091
CVE-2023-53093	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53093
CVE-2023-53097	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53097
CVE-2023-53103	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53103
CVE-2023-53105	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53105
CVE-2023-53111	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53111
CVE-2023-53133	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53133
CVE-2023-53152	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53152
CVE-2023-53173	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53173
CVE-2023-53183	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53183
CVE-2023-53197	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53197
CVE-2023-53200	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53200
CVE-2023-53209	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53209
CVE-2023-53218	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53218
CVE-2023-53221	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53221
CVE-2023-53230	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53230
CVE-2023-53231	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53231
CVE-2023-53244	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53244
CVE-2023-53247	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53247
CVE-2023-53250	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53250
CVE-2023-53261	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53261
CVE-2023-53270	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53270
CVE-2023-53279	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53279
CVE-2023-53282	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53282
CVE-2023-53287	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53287
CVE-2023-53292	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53292
CVE-2023-53293	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53293
CVE-2023-53332	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53332
CVE-2023-53334	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53334
CVE-2023-53335	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53335
CVE-2023-53347	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53347
CVE-2023-53348	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53348
CVE-2023-53353	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53353
CVE-2023-53355	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53355
CVE-2023-53359	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53359
CVE-2023-53367	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53367
CVE-2023-53370	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53370
CVE-2023-53383	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53383
CVE-2023-53387	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53387
CVE-2023-53390	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53390
CVE-2023-53393	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53393
CVE-2023-53402	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53402
CVE-2023-53403	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53403
CVE-2023-53404	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53404
CVE-2023-53405	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53405
CVE-2023-53406	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53406
CVE-2023-53407	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53407
CVE-2023-53408	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53408
CVE-2023-53409	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53409
CVE-2023-53410	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53410
CVE-2023-53412	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53412
CVE-2023-53413	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53413
CVE-2023-53414	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53414
CVE-2023-53415	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53415
CVE-2023-53416	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53416
CVE-2023-53417	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53417
CVE-2023-53418	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53418
CVE-2023-53421	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53421
CVE-2023-53429	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53429
CVE-2023-53432	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53432
CVE-2023-53438	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53438
CVE-2023-53441	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53441
CVE-2023-53447	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53447
CVE-2023-53460	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53460
CVE-2023-53469	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53469
CVE-2023-53473	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53473
CVE-2023-53476	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53476
CVE-2023-53482	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53482
CVE-2023-53486	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53486
CVE-2023-53498	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53498
CVE-2023-53529	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-53529
CVE-2023-6240	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2023-6240
CVE-2024-21823	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-21823
CVE-2024-2193	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-2193
CVE-2024-2201	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-2201
CVE-2024-24855	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-24855
CVE-2024-24864	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-24864
CVE-2024-25740	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-25740
CVE-2024-26583	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26583
CVE-2024-26584	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26584
CVE-2024-26585	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26585
CVE-2024-26595	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26595
CVE-2024-26607	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26607
CVE-2024-26656	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26656
CVE-2024-26661	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26661
CVE-2024-26662	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26662
CVE-2024-26668	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26668
CVE-2024-26672	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26672
CVE-2024-26677	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26677
CVE-2024-26680	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26680
CVE-2024-26691	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26691
CVE-2024-26700	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26700
CVE-2024-26706	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26706
CVE-2024-26715	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26715
CVE-2024-26718	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26718
CVE-2024-26719	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26719
CVE-2024-26726	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26726
CVE-2024-26740	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26740
CVE-2024-26756	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26756
CVE-2024-26757	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26757
CVE-2024-26758	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26758
CVE-2024-26759	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26759
CVE-2024-26769	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26769
CVE-2024-26775	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26775
CVE-2024-26807	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26807
CVE-2024-26828	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26828
CVE-2024-26830	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26830
CVE-2024-26842	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26842
CVE-2024-26844	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26844
CVE-2024-26866	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26866
CVE-2024-26869	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26869
CVE-2024-26876	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26876
CVE-2024-26886	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26886
CVE-2024-26893	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26893
CVE-2024-26896	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26896
CVE-2024-26915	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26915
CVE-2024-26920	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26920
CVE-2024-26938	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26938
CVE-2024-26947	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26947
CVE-2024-26948	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26948
CVE-2024-26962	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-26962
CVE-2024-27002	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27002
CVE-2024-27010	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27010
CVE-2024-27011	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27011
CVE-2024-27012	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27012
CVE-2024-27014	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27014
CVE-2024-27032	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27032
CVE-2024-27034	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27034
CVE-2024-27035	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27035
CVE-2024-27037	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27037
CVE-2024-27054	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27054
CVE-2024-27056	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27056
CVE-2024-27062	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27062
CVE-2024-27389	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27389
CVE-2024-27393	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27393
CVE-2024-27402	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27402
CVE-2024-27403	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27403
CVE-2024-27408	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27408
CVE-2024-27415	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-27415
CVE-2024-28956	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-28956
CVE-2024-35784	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35784
CVE-2024-35790	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35790
CVE-2024-35794	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35794
CVE-2024-35799	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35799
CVE-2024-35803	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35803
CVE-2024-35808	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35808
CVE-2024-35817	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35817
CVE-2024-35826	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35826
CVE-2024-35839	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35839
CVE-2024-35840	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35840
CVE-2024-35843	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35843
CVE-2024-35844	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35844
CVE-2024-35865	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35865
CVE-2024-35869	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35869
CVE-2024-35870	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35870
CVE-2024-35875	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35875
CVE-2024-35878	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35878
CVE-2024-35904	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35904
CVE-2024-35924	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35924
CVE-2024-35931	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35931
CVE-2024-35938	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35938
CVE-2024-35945	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35945
CVE-2024-35949	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35949
CVE-2024-35951	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35951
CVE-2024-35956	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35956
CVE-2024-35971	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35971
CVE-2024-35995	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35995
CVE-2024-35998	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35998
CVE-2024-35999	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-35999
CVE-2024-36000	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36000
CVE-2024-36009	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36009
CVE-2024-36023	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36023
CVE-2024-36024	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36024
CVE-2024-36029	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36029
CVE-2024-36244	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36244
CVE-2024-36331	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36331
CVE-2024-36350	linux-libc-dev	5.10.237-1		MEDIUM	https://avd.aquasec.com/nvd/cve-2024-36350
